@relation d159-weka.filters.unsupervised.attribute.Normalize-S1.0-T0.0-weka.filters.unsupervised.attribute.AddExpression-Ea33+1-Nexpression-weka.filters.unsupervised.attribute.Remove-R33

@attribute oz1 numeric
@attribute oz2 numeric
@attribute oz3 numeric
@attribute oz4 numeric
@attribute oz5 numeric
@attribute oz6 numeric
@attribute oz7 numeric
@attribute oz8 numeric
@attribute oz9 numeric
@attribute oz10 numeric
@attribute oz11 numeric
@attribute oz12 numeric
@attribute oz13 numeric
@attribute oz14 numeric
@attribute oz15 numeric
@attribute oz16 numeric
@attribute oz17 numeric
@attribute oz18 numeric
@attribute oz19 numeric
@attribute oz20 numeric
@attribute oz21 numeric
@attribute oz22 numeric
@attribute oz23 numeric
@attribute oz24 numeric
@attribute oz25 numeric
@attribute oz26 numeric
@attribute oz27 numeric
@attribute oz28 numeric
@attribute oz29 numeric
@attribute oz30 numeric
@attribute oz31 numeric
@attribute oz32 numeric
@attribute class {1,2} 

@data
0.606162,0.92222,0.631483,0.91816,0.43407,0.29167,0.701595,0.98522,0.206881,0,0.17658,0.0025,0.250001,0,0,0.124999,0,0.090909,0,0.399992,0,0.142858,0.199996,0.142858,0.285717,0,0.142858,0.1,0.285717,0.285717,0.333326,0.333338,1
0.564672,0.45556,0.598704,0.76982,0.45534,1,0.662582,0,0.231293,0.50617,0.1783,0,0.250001,0,0,0.124999,0,0.090909,0,0.399992,0,0.142858,0.199996,0.142858,0.285717,0,0.142858,0.1,0.428584,0.142858,0.333326,0.333338,1
0.572293,0.7,0.593769,0.80563,0.425552,0.25,0.651612,0.44335,0.236721,0.39506,0.17839,0,0.250001,0,0,0.124999,0,0.090909,0,0.399992,0,0.142858,0.199996,0.142858,0.142858,0,0.142858,0.1,0.571446,0.142858,0.333326,0.333338,1
0.572293,0.41111,0.590578,0.61637,0.421298,0.875,0.657541,0.33224,0.220447,0.53086,0.12649,0.032115,0.250001,0,0,0.0625,0,0.090909,0,0.399992,0,0.142858,0.199996,0.142858,0.142858,0.166669,0.142858,0.1,0.571446,0.142858,0.333326,0.333338,1
0.558757,0.11111,0.57549,0.4578,0.340444,0.83333,0.632581,0.55665,0.242149,0.91358,0.18247,0.95962,0.250001,0,0,0.0625,0,0.090909,0.199996,0.399992,0,0.142858,0.199996,0.142858,0,0.166669,0.142858,0.1,0.571446,0.142858,0.333326,0.333338,1
0.504568,0.42222,0.483539,0.63427,0.438324,0.58333,0.619662,0.67707,0.285555,0.45679,0.23907,0.031923,0.250001,0,0,0.0625,0,0.090909,0.199996,0.399992,0,0.142858,0,0.142858,0,0.166669,0.285717,0.1,0.571446,0.142858,0.333326,0.333338,1
0.542665,1,0.51574,1,0.408537,0.66667,0.657541,0.98522,0.252092,0.037037,0.23736,0.0025,0.250001,0,0,0.0625,0,0.090909,0.199996,0.399992,0,0.285717,0,0.142858,0,0.166669,0.285717,0.1,0.428584,0.142858,0.333326,0.333338,1
0.524041,0.7,0.48209,0.80563,0.446832,0.25,0.614825,0.44335,0.313588,0.39506,0.29119,0,0.250001,0,0.052632,0.0625,0,0.090909,0.199996,0.399992,0,0.285717,0,0.142858,0,0.166669,0.285717,0.1,0.428584,0.142858,0.333326,0.166669,1
0.502034,0.11111,0.433942,0.44757,0.523433,0.66667,0.56625,0.5156,0.359713,0.82716,0.29279,0.065,0.250001,0,0.052632,0.0625,0,0.090909,0.199996,0.399992,0,0.285717,0,0.142858,0,0.333338,0.285717,0.1,0.428584,0.142858,0,0.166669,1
0.53674,1,0.521252,1,0.527687,0.66667,0.493062,0.98522,0.346148,0.037037,0.23458,0.0025,0.250001,0,0.052632,0.0625,0,0.181818,0.199996,0.399992,0,0.285717,0,0.142858,0,0.333338,0.142858,0.1,0.428584,0.142858,0,0.166669,1
0.471547,0.35556,0.468463,0.71356,0.5745,0.5,0.439253,0.80077,0.404032,0.16049,0.29029,0.030962,0.250001,0,0.052632,0.124999,0,0.181818,0.199996,0.399992,0,0.285717,0,0.142858,0,0.333338,0.142858,0.1,0.428584,0,0,0.166669,1
0.477484,0.42222,0.477744,0.63427,0.612805,0.58333,0.439253,0.67707,0.406741,0.45679,0.29029,0.031923,0.250001,0,0.052632,0.124999,0,0.181818,0.199996,0.6,0,0.142858,0,0.142858,0,0.333338,0.142858,0.1,0.428584,0,0,0.166669,1
0.474092,0.42222,0.460336,0.63427,0.600033,0.58333,0.480082,0.67707,0.408547,0.45679,0.29216,0.031923,0.250001,0,0.052632,0.124999,0,0.090909,0.199996,0.6,0,0.142858,0,0.142858,0,0.333338,0.142858,0.2,0.428584,0,0,0.166669,1
0.474092,0.11111,0.460336,0.42967,0.600033,0.79167,0.480082,0.60482,0.408547,0.69136,0.29216,0.067885,0.250001,0,0.052632,0.124999,0,0.090909,0.199996,0.6,0,0.142858,0,0.142858,0,0.333338,0.142858,0.2,0.428584,0,0,0.166669,1
0.477484,0.14444,0.477744,0.54476,0.612805,0.083333,0.439253,0.56322,0.406741,0.67901,0.29029,0.99231,0.250001,0,0.052632,0.124999,0,0.181818,0.199996,0.6,0,0.142858,0,0.142858,0,0.333338,0.142858,0.1,0.428584,0,0,0.166669,1
0.477484,0,0.473103,0,0.617059,0.95833,0.426538,0.59551,0.413072,0.69136,0.29007,1,0.250001,0,0.105263,0.0625,0,0.181818,0.199996,0.6,0,0.142858,0,0.142858,0,0.333338,0.142858,0.1,0.428584,0,0,0.166669,1
0.498642,0.92222,0.492537,0.91816,0.583008,0.29167,0.397812,0.98522,0.408547,0,0.28821,0.0025,0.37501,0,0.105263,0.0625,0,0.181818,0.199996,0.6,0,0.142858,0,0.142858,0,0.333338,0.142858,0.1,0.285717,0,0,0.166669,1
0.475788,0.11111,0.470489,0.41688,0.540459,0.875,0.331216,0.4532,0.434775,1,0.28806,0.95577,0.500013,0,0.105263,0.0625,0,0.181818,0.199996,0.399992,0,0.142858,0,0.142858,0,0.333338,0.142858,0.1,0.285717,0,0,0.166669,1
0.496098,0.11111,0.483833,0.42967,0.55322,0.79167,0.398955,0.60482,0.414878,0.69136,0.28821,0.067885,0.37501,0,0.105263,0.0625,0,0.181818,0.199996,0.399992,0,0.142858,0,0.142858,0,0.333338,0.142858,0.1,0.285717,0.142858,0,0.166669,1
0.56129,0.45556,0.537788,0.76982,0.523433,1,0.457815,0,0.363336,0.50617,0.28457,0,0.37501,0,0.105263,0.0625,0,0.181818,0.199996,0.399992,0,0.142858,0,0,0,0.333338,0.142858,0.1,0.285717,0.285717,0,0.166669,1
0.539284,0.11111,0.516317,0.4578,0.45534,0.83333,0.422834,0.55665,0.36785,0.91358,0.28603,0.95962,0.37501,0,0.105263,0.0625,0,0.181818,0.199996,0.199996,0,0.142858,0.199996,0,0,0.333338,0.142858,0.1,0.285717,0.285717,0,0.166669,1
0.544362,1,0.50733,1,0.463858,0.66667,0.407629,0.98522,0.389564,0.037037,0.28608,0.0025,0.37501,0,0.105263,0.0625,0,0.181818,0.199996,0.199996,0,0.142858,0.199996,0,0,0.333338,0.142858,0.1,0.428584,0.285717,0,0,1
0.543513,0.41111,0.505293,0.61637,0.493645,0.875,0.365249,0.33224,0.394981,0.53086,0.28609,0.032115,0.37501,0,0.105263,0.0625,0,0.181818,0.199996,0.199996,0,0.142858,0.199996,0,0,0.333338,0.142858,0.2,0.285717,0.285717,0,0,1
0.564672,0.7,0.524738,0.80563,0.459604,0.25,0.336533,0.44335,0.390467,0.39506,0.28424,0,0.500013,0,0.105263,0.0625,0,0.181818,0.199996,0.199996,0,0.142858,0.199996,0,0,0.333338,0.142858,0.2,0.142858,0.285717,0,0,1
0.564672,0.45556,0.524738,0.76982,0.459604,1,0.336533,0,0.390467,0.50617,0.28424,0,0.500013,0,0.105263,0.0625,0,0.181818,0.199996,0.199996,0,0.142858,0.199996,0,0,0.333338,0.142858,0.2,0.142858,0.285717,0,0,1
0.629864,0.11111,0.576362,0.41688,0.519179,0.875,0.388393,0.4532,0.343439,1,0.22663,0.95577,0.500013,0,0.105263,0.0625,0,0.181818,0,0.399992,0,0.142858,0.199996,0,0,0.333338,0.142858,0.2,0.142858,0.285717,0,0,1
0.662036,0.7,0.648302,0.80563,0.480873,0.25,0.398414,0.44335,0.326251,0.39506,0.17028,0,0.500013,0,0.105263,0.0625,0,0.181818,0,0.399992,0,0.142858,0.199996,0,0,0.333338,0,0.2,0.285717,0.285717,0,0,1
0.645956,0.7,0.636123,0.80563,0.451086,0.25,0.363432,0.44335,0.333485,0.39506,0.17174,0,0.500013,0,0.105263,0.0625,0,0.181818,0,0.399992,0,0,0.399992,0,0,0.333338,0,0.2,0.285717,0.285717,0,0,1
0.672192,0.96667,0.676145,0.92327,0.463858,0.375,0.307735,0.99453,0.297314,0.12346,0.11611,0.0025,0.500013,0,0.052632,0.0625,0,0.272732,0,0.399992,0,0,0.399992,0,0,0.333338,0,0.2,0.285717,0.285717,0,0,1
0.717911,0.96667,0.71937,0.92327,0.383003,0.375,0.319511,0.99453,0.253909,0.12346,0.11376,0.0025,0.500013,0,0.052632,0.0625,0,0.272732,0,0.399992,0,0,0.6,0,0,0.166669,0,0.2,0.285717,0.285717,0,0,1
0.707756,0.71111,0.708923,0.81074,0.370231,0,0.41369,0.7006,0.244858,0.098765,0.11553,0.0275,0.500013,0,0.052632,0.0625,0,0.181818,0,0.399992,0,0,0.6,0,0.142858,0.166669,0,0.2,0.285717,0.285717,0,0,1
0.726381,0.42222,0.737933,0.63427,0.33619,0.58333,0.443692,0.67707,0.189693,0.45679,0.061481,0.031923,0.500013,0,0.052632,0,0,0.181818,0,0.399992,0,0,0.6,0,0.142858,0.166669,0,0.2,0.285717,0.285717,0,0.166669,1
0.703516,0.41111,0.715884,0.61637,0.293631,0.875,0.377096,0.33224,0.215921,0.53086,0.061335,0.032115,0.625016,0,0.052632,0,0,0.181818,0,0.199996,0,0,0.6,0,0.142858,0.166669,0,0.2,0.285717,0.285717,0,0.166669,1
0.745854,0.7,0.7507,0.80563,0.242564,0.25,0.458489,0.44335,0.186081,0.39506,0.059612,0,0.625016,0,0.052632,0,0,0.181818,0,0.199996,0,0,0.6,0,0.142858,0.166669,0,0.1,0.285717,0.428584,0,0.166669,1
0.724685,0.11111,0.731266,0.42967,0.276615,0.79167,0.487215,0.60482,0.190596,0.69136,0.06147,0.067885,0.500013,0,0.052632,0,0,0.181818,0,0.199996,0,0,0.6,0,0.142858,0.166669,0,0.1,0.428584,0.428584,0,0.166669,1
0.698438,1,0.691233,1,0.263843,0.66667,0.542912,0.98522,0.226778,0.037037,0.1171,0.0025,0.500013,0,0.105263,0,0,0.090909,0,0.199996,0,0,0.6,0,0.142858,0.166669,0,0.1,0.428584,0.428584,0,0.166669,1
0.74331,0.42222,0.735318,0.63427,0.200015,0.58333,0.541698,0.67707,0.182459,0.45679,0.06147,0.031923,0.625016,0,0.052632,0,0,0.090909,0,0.199996,0,0,0.6,0,0.142858,0.166669,0,0.1,0.428584,0.428584,0,0.166669,1
0.763631,0.71111,0.748662,0.81074,0.212776,0,0.609436,0.7006,0.162562,0.098765,0.061615,0.0275,0.500013,0,0.052632,0,0,0.090909,0,0.199996,0,0,0.6,0,0.142858,0.166669,0,0.1,0.428584,0.571446,0,0.166669,1
0.780559,0.45556,0.76143,0.76982,0.21703,1,0.676032,0,0.133625,0.50617,0.061761,0,0.37501,0,0.052632,0,0,0.090909,0,0.199996,0,0.142858,0.6,0,0.142858,0.166669,0,0.1,0.428584,0.571446,0,0.166669,1
0.760238,0.71111,0.748085,0.81074,0.204268,0,0.608294,0.7006,0.153522,0.098765,0.061615,0.0275,0.500013,0,0.052632,0,0,0.090909,0,0.199996,0,0.142858,0.6,0,0.142858,0.166669,0,0.1,0.428584,0.428584,0,0.166669,1
0.711137,0.32222,0.720242,0.67775,0.255336,0.875,0.580241,0.76628,0.172516,0.38272,0.063238,0.030385,0.500013,0,0.052632,0,0,0.090909,0,0.199996,0,0.142858,0.6,0,0.285717,0.166669,0,0.1,0.428584,0.285717,0,0.166669,1
0.667962,0.35556,0.690067,0.71356,0.263843,0.5,0.563362,0.80077,0.215018,0.16049,0.11939,0.030962,0.500013,0,0.052632,0,0,0.090909,0.199996,0.199996,0,0.142858,0.399992,0,0.285717,0.166669,0,0.1,0.428584,0.285717,0,0.166669,1
0.711985,0.7,0.731549,0.80563,0.272351,0.25,0.601232,0.44335,0.184265,0.39506,0.11768,0,0.500013,0,0.052632,0,0,0.090909,0.199996,0.399992,0,0.142858,0.399992,0,0.285717,0.166669,0,0.1,0.285717,0.285717,0,0.166669,1
0.715367,0.96667,0.748957,0.92327,0.285123,0.375,0.560403,0.99453,0.182459,0.12346,0.11581,0.0025,0.500013,0,0.052632,0,0,0.181818,0.199996,0.399992,0,0.142858,0.399992,0,0.285717,0.166669,0,0,0.285717,0.285717,0,0.166669,1
0.696742,0.42222,0.744893,0.63427,0.361724,0.58333,0.50591,0.67707,0.190596,0.45679,0.11581,0.031923,0.37501,0,0.052632,0,0,0.272732,0.199996,0.399992,0,0.142858,0.399992,0,0.285717,0.166669,0,0,0.285717,0.285717,0,0.166669,1
0.696742,0.11111,0.748085,0.41688,0.365978,0.875,0.499991,0.4532,0.206881,1,0.16771,0.95577,0.37501,0,0.052632,0.0625,0,0.272732,0.199996,0.399992,0,0.142858,0.399992,0,0.285717,0,0,0,0.285717,0.285717,0,0.166669,1
0.673888,0.7,0.726037,0.80563,0.323418,0.25,0.433396,0.44335,0.233099,0.39506,0.16756,0,0.500013,0,0.052632,0.0625,0,0.272732,0.199996,0.199996,0,0.142858,0.399992,0,0.285717,0,0,0,0.285717,0.285717,0,0.166669,1
0.676432,0.96667,0.741419,0.92327,0.365978,0.375,0.350187,0.99453,0.236721,0.12346,0.16571,0.0025,0.500013,0,0.052632,0.0625,0,0.363643,0.199996,0.199996,0,0.142858,0.399992,0,0.285717,0,0,0,0.142858,0.285717,0,0.166669,1
0.653567,0.92222,0.71937,0.91816,0.45534,0.29167,0.304909,0.98522,0.268377,0,0.16598,0.0025,0.500013,0,0.052632,0.0625,0,0.363643,0.199996,0.199996,0,0.142858,0.199996,0,0.285717,0,0,0.1,0.142858,0.285717,0,0.166669,1
0.70182,0,0.70168,0,0.319164,0.95833,0.828664,0.59551,0.105591,0.69136,0.1725,1,0.37501,0.333326,0.052632,0,0.166669,0,0.199996,0.399992,0,0.571446,0,0,0.714307,0,0.142858,0,0.142858,0,0,0.166669,1
0.73061,0.14444,0.716178,0.54476,0.255336,0.083333,0.788978,0.56322,0.106494,0.67901,0.17073,0.99231,0.500013,0.333326,0.052632,0,0.166669,0,0.199996,0.399992,0,0.571446,0,0,0.571446,0,0.142858,0,0.142858,0,0,0.166669,1
0.75939,0.32222,0.730677,0.67775,0.191496,0.875,0.749292,0.76628,0.107397,0.38272,0.16896,0.030385,0.625016,0.333326,0.052632,0,0.166669,0,0.199996,0.399992,0,0.571446,0,0,0.428584,0,0.142858,0,0.142858,0,0,0.166669,1
0.73484,1,0.653814,1,0.200015,0.66667,0.728301,0.98522,0.130003,0.037037,0.2254,0.0025,0.625016,0.333326,0.052632,0,0.166669,0,0.199996,0.399992,0,0.571446,0,0,0.285717,0,0.285717,0,0.142858,0,0,0.166669,1
0.708593,0.7,0.643367,0.80563,0.225548,0.25,0.772232,0.44335,0.112826,0.39506,0.2272,0,0.500013,0.333326,0.052632,0,0.166669,0,0.199996,0.399992,0,0.571446,0,0,0.285717,0,0.285717,0,0.142858,0,0,0.333338,1
0.708593,0.7,0.643367,0.80563,0.225548,0.25,0.772232,0.44335,0.112826,0.39506,0.2272,0,0.500013,0.333326,0.052632,0,0.166669,0,0.199996,0.399992,0,0.571446,0,0,0.285717,0,0.285717,0,0.142858,0,0,0.333338,1
0.73061,0.92222,0.663389,0.91816,0.165963,0.29167,0.77512,0.98522,0.086598,0,0.22694,0.0025,0.500013,0.333326,0.052632,0,0.166669,0,0.199996,0.399992,0,0.571446,0.199996,0,0.285717,0,0.285717,0,0,0,0,0.333338,1
0.695057,0.92222,0.646559,0.91816,0.23831,0.29167,0.654041,0.98522,0.123672,0,0.2268,0.0025,0.500013,0.333326,0.052632,0,0.166669,0.090909,0.199996,0.399992,0,0.428584,0.199996,0,0.285717,0,0.285717,0,0,0,0,0.333338,1
0.650185,0.77778,0.603051,0.72123,0.259589,0.20833,0.573792,0.55063,0.159853,0.074074,0.22852,0.028462,0.500013,0.333326,0.052632,0,0.166669,0.090909,0.199996,0.199996,0,0.428584,0.199996,0,0.285717,0,0.285717,0.1,0,0,0,0.333338,1
0.642563,0.35556,0.587103,0.71356,0.255336,0.5,0.549566,0.80077,0.164368,0.16049,0.22973,0.030962,0.500013,0.333326,0.052632,0,0,0.090909,0.199996,0.199996,0,0.428584,0.399992,0,0.285717,0,0.285717,0.1,0,0,0,0.333338,1
0.666266,0.32222,0.611754,0.67775,0.225548,0.875,0.577077,0.76628,0.124585,0.38272,0.17596,0.030385,0.500013,0.333326,0,0,0,0.090909,0.199996,0.199996,0,0.428584,0.399992,0,0.285717,0,0.285717,0.1,0.142858,0,0,0.333338,1
0.690816,0.7,0.688618,0.80563,0.21703,0.25,0.598068,0.44335,0.101969,0.39506,0.11953,0,0.500013,0.333326,0,0,0,0.090909,0.199996,0.199996,0,0.428584,0.399992,0,0.428584,0,0.142858,0.1,0.142858,0,0,0.333338,1
0.688283,0.7,0.675568,0.80563,0.289377,0.25,0.603181,0.44335,0.102872,0.39506,0.065723,0,0.500013,0.333326,0,0,0,0.090909,0,0.199996,0,0.428584,0.399992,0,0.428584,0.166669,0.142858,0.1,0.142858,0,0,0.333338,1
0.717063,0,0.690067,0,0.225548,0.95833,0.563495,0.59551,0.103785,0.69136,0.063954,1,0.625016,0.333326,0,0,0,0.090909,0,0.199996,0,0.428584,0.399992,0,0.285717,0.166669,0.142858,0.1,0.142858,0,0,0.333338,1
0.714519,0.35556,0.681374,0.71356,0.195761,0.5,0.564638,0.80077,0.110117,0.16049,0.063954,0.030962,0.625016,0.333326,0,0,0,0.090909,0,0,0,0.428584,0.399992,0,0.285717,0.166669,0.142858,0.1,0.142858,0.142858,0,0.333338,1
0.731458,0.92222,0.69413,0.91816,0.200015,0.29167,0.631234,0.98522,0.081169,0,0.0641,0.0025,0.500013,0.333326,0,0,0,0.090909,0,0,0,0.571446,0.399992,0,0.285717,0.166669,0.142858,0.1,0.142858,0.142858,0,0.333338,1
0.731458,0.71111,0.69413,0.81074,0.200015,0,0.631234,0.7006,0.081169,0.098765,0.0641,0.0275,0.500013,0.333326,0,0,0,0.090909,0,0,0,0.571446,0.399992,0,0.285717,0.166669,0.142858,0.1,0.142858,0.142858,0,0.333338,1
0.722989,0.45556,0.697899,0.76982,0.174481,1,0.620468,0,0.083889,0.50617,0.064346,0,0.500013,0.333326,0,0,0.166669,0.090909,0,0,0,0.428584,0.399992,0,0.285717,0.166669,0.142858,0.1,0.142858,0.142858,0,0.333338,1
0.726381,0.41111,0.698488,0.61637,0.182989,0.875,0.621611,0.33224,0.092929,0.53086,0.064346,0.032115,0.500013,0.333326,0,0,0.166669,0.090909,0,0,0,0.285717,0.399992,0,0.285717,0.166669,0.142858,0.1,0.142858,0.285717,0,0.333338,1
0.720455,0.71111,0.708052,0.81074,0.187243,0,0.608426,0.7006,0.116437,0.098765,0.06269,0.0275,0.625016,0,0,0,0.166669,0.090909,0,0,0,0.285717,0.399992,0,0.285717,0.166669,0.142858,0.1,0.142858,0.285717,0,0.333338,1
0.763631,0.42222,0.731266,0.63427,0.165963,0.58333,0.631101,0.67707,0.104688,0.45679,0.061033,0.031923,0.625016,0,0,0,0.166669,0.090909,0,0,0,0.428584,0.399992,0,0.285717,0.166669,0.142858,0.1,0.142858,0.285717,0,0.166669,1
0.815265,0.32222,0.767813,0.67775,0.144694,0.875,0.658011,0.76628,0.079363,0.38272,0.05941,0.030385,0.625016,0,0,0,0.166669,0.090909,0,0.199996,0,0.428584,0.399992,0,0.142858,0.166669,0.142858,0.1,0.142858,0.285717,0,0.166669,1
0.786485,0.11111,0.753303,0.42967,0.208522,0.79167,0.697697,0.60482,0.07846,0.69136,0.061179,0.067885,0.500013,0,0,0,0.166669,0.090909,0,0.199996,0,0.428584,0.399992,0,0.285717,0.166669,0.142858,0.1,0.142858,0.285717,0,0.166669,1
0.757705,0.7,0.738804,0.80563,0.272351,0.25,0.737383,0.44335,0.077557,0.39506,0.062947,0,0.37501,0,0,0,0.166669,0.090909,0,0.199996,0,0.428584,0.399992,0,0.428584,0.166669,0.142858,0.1,0.142858,0.285717,0,0.166669,1
0.789866,0.96667,0.810744,0.92327,0.234056,0.375,0.747404,0.99453,0.06037,0.12346,0.006604,0.0025,0.37501,0,0,0,0.166669,0.090909,0,0.199996,0,0.428584,0.399992,0,0.428584,0.166669,0,0.1,0.285717,0.285717,0,0.166669,1
0.833042,0.92222,0.833947,0.91816,0.212776,0.29167,0.770078,0.98522,0.048615,0,0.004947,0.0025,0.37501,0,0,0,0.166669,0.090909,0,0.199996,0,0.571446,0.399992,0,0.428584,0.166669,0,0.1,0.285717,0.285717,0,0,1
0.787333,0.7,0.806681,0.80563,0.272351,0.25,0.743169,0.44335,0.076654,0.39506,0.00657,0,0.37501,0,0,0,0.166669,0.090909,0,0.199996,0,0.428584,0.399992,0,0.571446,0.166669,0,0.1,0.285717,0.285717,0,0,1
0.76786,0.81111,0.80204,0.95141,0.374485,0.041667,0.657062,0.89765,0.106494,0.037037,0.00497,0.006731,0.37501,0,0,0,0.166669,0.181818,0,0.199996,0,0.428584,0.199996,0,0.571446,0.166669,0,0.1,0.285717,0.285717,0,0,1
0.765316,0.96667,0.78667,0.92327,0.331936,0.375,0.740281,0.99453,0.102872,0.12346,0.006827,0.0025,0.37501,0,0,0,0.166669,0.090909,0,0.199996,0,0.428584,0.199996,0,0.571446,0.166669,0,0.1,0.428584,0.285717,0,0,1
0.742461,0.7,0.767519,0.80563,0.310657,0.25,0.762813,0.44335,0.124585,0.39506,0.008741,0,0.37501,0,0,0,0.166669,0.090909,0,0.199996,0,0.428584,0.199996,0.142858,0.571446,0.166669,0,0,0.428584,0.285717,0,0,1
0.764479,0.92222,0.78899,0.91816,0.378749,0.29167,0.797794,0.98522,0.12006,0,0.007286,0.0025,0.37501,0,0,0,0.166669,0.090909,0,0.399992,0,0.428584,0,0.142858,0.571446,0.166669,0,0,0.428584,0.285717,0,0,1
0.805958,1,0.821768,1,0.35747,0.66667,0.836807,0.98522,0.095638,0.037037,0.005574,0.0025,0.37501,0,0,0,0.166669,0.090909,0,0.399992,0,0.428584,0,0.142858,0.571446,0.166669,0,0,0.285717,0.428584,0,0,1
0.851677,0.32222,0.849023,0.67775,0.297885,0.875,0.863717,0.76628,0.067604,0.38272,0.003951,0.030385,0.37501,0,0,0,0.166669,0.090909,0,0.399992,0,0.571446,0,0.142858,0.428584,0.166669,0,0,0.285717,0.428584,0,0,1
0.877913,0.32222,0.887608,0.67775,0.319164,0.875,0.789386,0.76628,0.054041,0.38272,0,0.030385,0.37501,0,0,0,0.166669,0.181818,0,0.399992,0,0.571446,0,0.142858,0.428584,0,0,0,0.285717,0.428584,0,0,1
0.877913,0.42222,0.887608,0.63427,0.319164,0.58333,0.789386,0.67707,0.054041,0.45679,0,0.031923,0.37501,0,0,0,0.166669,0.181818,0,0.399992,0,0.571446,0,0.142858,0.428584,0,0,0,0.285717,0.428584,0,0,1
0.874532,0.92222,0.887031,0.91816,0.310657,0.29167,0.788243,0.98522,0.044997,0,0,0.0025,0.37501,0,0,0,0.166669,0.181818,0,0.399992,0,0.714307,0,0.142858,0.428584,0,0,0,0.285717,0.285717,0,0,1
0.828812,0.32222,0.859764,0.67775,0.370231,0.875,0.761333,0.76628,0.073032,0.38272,0.001623,0.030385,0.37501,0,0,0,0.166669,0.181818,0,0.399992,0,0.571446,0,0.142858,0.571446,0,0,0,0.285717,0.285717,0,0,1
0.783941,0.45556,0.820308,0.76982,0.429806,1,0.775252,0,0.11102,0.50617,0.057474,0,0.250001,0,0,0.0625,0.166669,0.181818,0,0.399992,0,0.571446,0,0.142858,0.571446,0,0,0,0.285717,0.285717,0,0,1
0.73061,0.42222,0.759687,0.63427,0.514925,0.58333,0.720637,0.67707,0.181556,0.45679,0.11271,0.031923,0.250001,0,0.052632,0.0625,0,0.181818,0,0.399992,0,0.571446,0,0.142858,0.571446,0,0,0,0.285717,0.285717,0,0,1
0.656959,0.11111,0.654968,0.44757,0.5745,0.66667,0.671593,0.5156,0.223155,0.82716,0.17077,0.065,0.250001,0,0.052632,0.0625,0,0.181818,0,0.399992,0,0.571446,0,0.142858,0.571446,0,0.142858,0,0.285717,0.142858,0,0,1
0.614632,1,0.625382,1,0.557474,0.66667,0.686329,0.98522,0.243955,0.037037,0.22852,0.0025,0.125001,0,0.052632,0.0625,0,0.181818,0.199996,0.399992,0,0.571446,0,0.142858,0.571446,0,0.142858,0,0.285717,0.142858,0,0,1
0.620557,0.96667,0.634674,0.92327,0.59578,0.375,0.686329,0.99453,0.246675,0.12346,0.22852,0.0025,0.125001,0,0.052632,0.0625,0,0.181818,0.199996,0.6,0,0.428584,0,0.142858,0.571446,0,0.142858,0,0.285717,0.142858,0,0,1
0.552821,0.92222,0.568529,0.91816,0.617059,0.29167,0.620937,0.98522,0.317211,0,0.284,0.0025,0.125001,0,0.105263,0.0625,0,0.181818,0.199996,0.399992,0,0.428584,0,0.142858,0.571446,0,0.142858,0,0.285717,0.142858,0,0,1
0.52827,0.45556,0.491666,0.76982,0.625567,1,0.599956,0,0.339816,0.50617,0.34043,0,0.125001,0,0.105263,0.0625,0,0.181818,0.199996,0.399992,0,0.428584,0,0.142858,0.428584,0,0.285717,0,0.285717,0.142858,0,0,1
0.57399,0.7,0.518932,0.80563,0.565992,0.25,0.626866,0.44335,0.311783,0.39506,0.33881,0,0.125001,0,0.105263,0.0625,0,0.181818,0.199996,0.399992,0,0.571446,0,0.142858,0.285717,0,0.285717,0,0.285717,0.142858,0,0,1
0.595159,0.92222,0.538366,0.91816,0.53194,0.29167,0.59814,0.98522,0.307257,0,0.33695,0.0025,0.250001,0,0.105263,0.0625,0,0.181818,0.199996,0.399992,0,0.571446,0,0.142858,0.285717,0,0.285717,0,0.142858,0.142858,0,0,1
0.529966,0.32222,0.464105,0.67775,0.5745,0.875,0.559791,0.76628,0.365142,0.38272,0.39221,0.030385,0.250001,0,0.105263,0.0625,0,0.181818,0.199996,0.399992,0.1,0.428584,0,0.142858,0.285717,0,0.285717,0,0.142858,0.142858,0,0,1
0.505416,0.11111,0.387242,0.4578,0.583008,0.83333,0.53881,0.55665,0.387747,0.91358,0.44864,0.95962,0.250001,0,0.105263,0.0625,0,0.181818,0.199996,0.399992,0.1,0.428584,0,0.142858,0.142858,0,0.428584,0,0.142858,0.142858,0,0,1
0.479169,0.11111,0.348657,0.41688,0.561738,0.875,0.613141,0.4532,0.401313,1,0.45259,0.95577,0.250001,0,0.105263,0.0625,0,0.090909,0.199996,0.399992,0.1,0.428584,0,0.142858,0.142858,0.166669,0.428584,0,0.142858,0.142858,0,0,1
0.446997,0,0.276728,0,0.600033,0.95833,0.60312,0.59551,0.418501,0.69136,0.50894,1,0.250001,0,0.105263,0.0625,0,0.090909,0.199996,0.399992,0.1,0.428584,0,0.142858,0.142858,0.166669,0.571446,0,0,0.142858,0,0,1
0.463088,0.14444,0.302829,0.54476,0.621313,0.083333,0.633928,0.56322,0.385941,0.67901,0.50692,0.99231,0.250001,0,0.105263,0.0625,0,0.090909,0.199996,0.399992,0.1,0.428584,0,0,0.285717,0.166669,0.571446,0,0,0.142858,0,0,1
